Time,PT,DS,FBUOY,FLS
46.52,0,0,0,1
46.56,0,0,0,1
46.60,0,0,0,1
46.64,0,0,0,1
46.68,0,0,0,1
46.72,0,0,0,1
46.76,0,0,0,1
46.80,0,0,0,1
46.84,0,0,0,1
46.88,0,0,0,1
46.92,0,0,0,1
46.96,0,0,0,1
47.00,0,0,0,1
47.04,0,0,0,1
47.08,0,0,0,1
47.12,0,0,0,1
47.16,0,0,0,1
47.20,0,0,0,1
47.24,0,0,0,1
47.28,0,0,0,1
47.32,0,0,0,1
47.36,0,0,0,1
47.40,0,0,0,1
47.44,0,0,0,1
47.48,0,0,0,1
47.52,0,0,0,1
47.56,0,0,0,1
47.60,0,0,0,1
47.64,0,0,0,1
47.68,0,0,0,1
47.72,1,0,0,0
47.76,1,0,0,0
47.80,1,0,0,0
47.84,0,0,0,1
47.88,0,0,0,1
47.92,0,0,0,1
47.96,0,0,0,1
48.00,0,0,0,0
48.04,0,0,0,0
48.08,0,0,0,0
48.12,0,0,0,0
48.16,0,0,0,0
48.20,0,0,0,0
48.24,0,0,0,0
48.28,0,0,0,0
48.32,0,0,0,0
48.36,0,0,0,0
48.40,0,0,0,0
48.44,0,0,0,0
48.48,0,0,0,0
48.52,0,0,0,0
48.56,0,0,0,0
48.60,0,0,0,0
48.64,0,0,0,0
48.68,0,0,0,0
48.72,0,0,0,0
48.76,0,0,0,0
48.80,0,0,0,0
48.84,0,0,0,0
48.88,0,0,0,0
48.92,0,0,0,0
48.96,0,0,0,0
49.00,0,0,0,0
49.04,0,0,0,0
49.08,0,0,0,0
49.12,0,0,0,0
49.16,0,0,0,0
49.20,0,0,0,0
49.24,0,0,0,0
49.28,0,0,0,0
49.32,0,0,0,0
49.36,0,0,0,0
49.40,0,0,0,0
49.44,0,0,0,0
49.48,0,0,0,0
49.52,0,0,0,0
49.56,0,0,0,0
49.60,0,0,0,0
49.64,0,0,0,0
49.68,0,0,0,0
49.72,0,0,0,0
49.76,0,0,0,0
49.80,0,0,0,0
49.84,0,0,0,0
49.88,0,0,0,0
49.92,0,0,0,0
49.96,0,0,0,0
50.00,0,0,0,0
50.04,0,0,0,0
50.08,0,0,0,0
50.12,0,0,0,0
50.16,0,0,0,0
50.20,0,0,0,0
50.24,0,0,0,0
50.28,0,0,0,0
50.32,0,0,0,0
50.36,0,0,0,0
50.40,0,0,0,0
50.44,0,0,0,0
50.48,0,0,0,0
50.52,0,0,0,0
50.56,0,0,0,0
50.60,0,0,0,0
50.64,0,0,0,0
50.68,0,0,0,0
50.72,0,0,0,0
50.76,0,0,0,0
50.80,0,0,0,0
50.84,0,0,0,0
50.88,0,0,0,0
50.92,0,0,0,0
50.96,0,0,0,0
51.00,0,0,0,0
51.04,0,0,0,0
51.08,0,0,0,0
51.12,0,0,0,0
51.16,0,0,0,0
51.20,0,0,0,0
51.24,0,0,0,0
51.28,0,0,0,0
51.32,0,0,0,0
51.36,0,0,0,0
51.40,0,0,0,0
51.44,0,0,0,0
51.48,0,0,0,0
51.52,0,0,0,0
51.56,0,0,0,0
51.60,0,0,0,0
51.64,0,0,0,0
51.68,0,0,0,0
51.72,0,0,0,0
51.76,0,0,0,0
51.80,0,0,0,0
51.84,0,0,0,0
51.88,0,0,0,0
51.92,0,0,0,0
51.96,0,0,0,0
52.00,0,0,0,0
52.04,0,0,0,0
52.08,0,0,0,0
52.12,0,0,0,0
52.16,0,0,0,0
52.20,0,0,0,0
52.24,0,0,0,0
52.28,0,0,0,0
52.32,0,0,0,0
52.36,0,0,0,0
52.40,0,0,0,0
52.44,0,0,0,0
52.48,0,0,0,0
52.52,0,0,0,0
52.56,0,0,0,0
52.60,0,0,0,0
52.64,0,0,0,0
52.68,0,0,0,0
52.72,0,0,0,0
52.76,0,0,0,0
52.80,0,0,0,0
52.84,0,0,0,0
52.88,0,0,0,0
52.92,0,0,0,0
52.96,0,0,0,0
53.00,0,0,0,0
53.04,0,0,0,0
53.08,0,0,0,0
53.12,0,0,0,0
53.16,0,0,0,0
53.20,0,0,0,0
53.24,0,0,0,0
53.28,0,0,0,0
53.32,0,0,0,0
53.36,0,0,0,0
53.40,0,0,0,0
53.44,0,0,0,0
53.48,0,0,0,0
53.52,0,0,0,0
53.56,0,0,0,0
53.60,0,0,0,0
53.64,0,0,0,0
53.68,0,0,0,0
53.72,0,0,0,0
53.76,0,0,0,0
53.80,0,0,0,0
53.84,0,0,0,0
53.88,0,0,0,0
53.92,0,0,0,0
53.96,0,0,0,0
54.00,0,0,0,0
54.04,0,0,0,0
54.08,0,0,0,0
54.12,0,0,0,0
54.16,0,0,0,0
54.20,0,0,0,0
54.24,0,0,0,0
54.28,0,0,0,0
54.32,0,0,0,0
54.36,0,0,0,0
54.40,0,0,0,0
54.44,0,0,0,0
54.48,0,0,0,0
54.52,0,0,0,0
54.56,0,0,0,0
54.60,0,0,0,0
54.64,0,0,0,0
54.68,0,0,0,0
54.72,0,0,0,0
54.76,0,0,0,0
54.80,0,0,0,0
54.84,0,0,0,0
54.88,0,0,0,0
54.92,0,0,0,0
54.96,0,0,0,0
55.00,0,0,0,0
55.04,0,0,0,0
55.08,0,0,0,0
55.12,0,0,0,0
55.16,0,0,0,0
55.20,0,0,0,0
55.24,0,0,0,0
55.28,0,0,0,0
55.32,0,0,0,0
55.36,0,0,0,0
55.40,0,0,0,0
55.44,0,0,0,0
55.48,0,0,0,0
55.52,0,0,0,0
55.56,0,0,0,0
55.60,0,0,0,0
55.64,0,0,0,0
55.68,0,0,0,0
55.72,0,0,0,0
55.76,0,0,0,0
55.80,0,0,0,0
55.84,0,0,0,0
55.88,0,0,0,0
55.92,0,0,0,0
55.96,0,0,0,0
56.00,0,0,0,0
56.04,0,0,0,0
56.08,0,0,0,0
56.12,0,0,0,0
56.16,0,0,0,0
56.20,0,0,0,0
56.24,0,0,0,0
56.28,0,0,0,0
56.32,0,0,0,0
56.36,0,0,0,0
56.40,0,0,0,0
56.44,0,0,0,0
56.48,0,0,0,0
56.52,0,0,0,0
56.56,0,0,0,0
56.60,0,0,0,0
56.64,0,0,0,0
56.68,0,0,0,0
56.72,0,0,0,0
56.76,0,0,0,0
56.80,0,0,0,0
56.84,0,0,0,0
56.88,0,0,0,0
56.92,0,0,0,0
56.96,0,0,0,0
57.00,0,0,0,0
57.04,0,0,0,0
57.08,0,0,0,0
57.12,0,0,0,0
57.16,0,0,0,0
57.20,0,0,0,0
57.24,0,0,0,0
57.28,0,0,0,0
57.32,0,0,0,0
57.36,0,0,0,0
57.40,0,0,0,0
57.44,0,0,0,0
57.48,0,0,0,0
57.52,0,0,0,0
57.56,0,0,0,0
57.60,0,0,0,0
57.64,0,0,0,0
57.68,0,0,0,0
57.72,0,0,0,0
57.76,0,0,0,0
57.80,0,0,0,0
57.84,0,0,0,0
57.88,0,0,0,0
57.92,0,0,0,0
57.96,0,0,0,0
58.00,0,0,0,0
58.04,0,0,0,0
58.08,0,0,0,0
58.12,0,0,0,0
58.16,0,0,0,0
58.20,0,0,0,0
58.24,0,0,0,0
58.28,0,0,0,0
58.32,0,0,0,0
58.36,0,0,0,0
58.40,0,0,0,0
58.44,0,0,0,0
58.48,0,0,0,0
58.52,0,0,0,0
58.56,0,0,0,0
58.60,0,0,0,0
58.64,0,0,0,0
58.68,0,0,0,0
58.72,0,0,0,0
58.76,0,0,0,0
58.80,0,0,0,0
58.84,0,0,0,0
58.88,0,0,0,0
58.92,0,0,0,0
58.96,0,0,0,0
59.00,0,0,0,0
59.04,0,0,0,0
59.08,0,0,0,0
59.12,0,0,0,0
59.16,0,0,0,0
59.20,0,0,0,0
59.24,0,0,0,0
59.28,0,0,0,0
59.32,0,0,0,0
59.36,0,0,0,0
59.40,0,0,0,0
59.44,0,0,0,0
59.48,0,0,0,0
59.52,0,0,0,0
59.56,0,0,0,0
59.60,0,0,0,0
59.64,0,0,0,0
59.68,0,0,0,0
59.72,0,0,0,0
59.76,0,0,0,0
59.80,0,0,0,0
59.84,0,0,0,0
59.88,0,0,0,0
59.92,0,0,0,0
59.96,0,0,0,0
60.00,0,0,0,0
60.04,0,0,0,0
60.08,0,0,0,0
60.12,0,0,0,0
60.16,0,0,0,0
60.20,0,0,0,0
60.24,0,0,0,0
60.28,0,0,0,0
60.32,0,0,0,0
60.36,0,0,0,0
60.40,0,0,0,0
60.44,0,0,0,0
60.48,0,0,0,0
60.52,0,0,0,0
60.56,0,0,0,0
60.60,0,0,0,0
60.64,0,0,0,0
60.68,0,0,0,0
60.72,0,0,0,0
60.76,0,0,0,0
60.80,0,0,0,0
60.84,0,0,0,0
60.88,0,0,0,0
60.92,0,0,0,0
60.96,0,0,0,0
61.00,0,0,0,0
61.04,0,0,0,0
61.08,0,0,0,0
61.12,0,0,0,0
61.16,0,0,0,0
61.20,0,0,0,0
61.24,0,0,0,0
61.28,0,0,0,0
61.32,0,0,0,0
61.36,0,0,0,0
61.40,0,0,0,0
61.44,0,0,0,0
61.48,0,0,0,0
61.52,0,0,0,0
61.56,0,0,0,0
61.60,0,0,0,0
61.64,0,0,0,0
61.68,0,0,0,0
61.72,0,0,0,0
61.76,0,0,0,0
61.80,0,0,0,0
61.84,0,0,0,0
61.88,0,0,0,0
61.92,0,0,0,0
61.96,0,0,0,0
62.00,0,0,0,0
62.04,0,0,0,0
62.08,0,0,0,0
62.12,0,0,0,0
62.16,0,0,0,0
62.20,0,0,0,0
62.24,0,0,0,0
62.28,0,0,0,0
62.32,0,0,0,0
62.36,0,0,0,0
62.40,0,0,0,0
62.44,0,0,0,0
62.48,0,0,0,0
62.52,0,0,0,0
62.56,0,0,0,0
62.60,0,0,0,0
62.64,0,0,0,0
62.68,0,0,0,0
62.72,0,0,0,0
62.76,0,0,0,0
62.80,0,0,0,0
62.84,0,0,0,0
62.88,0,0,0,0
62.92,0,0,0,0
62.96,0,0,0,0
63.00,0,0,0,0
63.04,0,0,0,0
63.08,0,0,0,0
63.12,0,0,0,0
63.16,0,0,0,0
63.20,0,0,0,0
63.24,0,0,0,0
63.28,0,0,0,0
63.32,0,0,0,0
63.36,0,0,0,0
63.40,0,0,0,0
63.44,0,0,0,0
63.48,0,0,0,0
63.52,0,0,0,0
63.56,0,0,0,0
63.60,0,0,0,0
63.64,0,0,0,0
63.68,0,0,0,0
63.72,0,0,0,0
63.76,0,0,0,0
63.80,0,0,0,0
63.84,0,0,0,0
63.88,0,0,0,0
63.92,0,0,0,0
63.96,0,0,0,0
64.00,0,0,0,0
64.04,0,0,0,0
64.08,0,0,0,0
64.12,0,0,0,0
64.16,0,0,0,0
64.20,0,0,0,0
64.24,0,0,0,0
64.28,0,0,0,0
64.32,0,0,0,0
64.36,0,0,0,0
64.40,0,0,0,0
64.44,0,0,0,0
64.48,0,0,0,0
64.52,0,0,0,0
64.56,0,0,0,0
64.60,0,0,0,0
64.64,0,0,0,0
64.68,0,0,0,0
64.72,0,0,0,0
64.76,0,0,0,0
64.80,0,0,0,0
64.84,0,0,0,0
64.88,0,0,0,0
64.92,0,0,0,0
64.96,0,0,0,0
65.00,0,0,0,0
65.04,0,0,0,0
65.08,0,0,0,0
65.12,0,0,0,0
65.16,0,0,0,0
65.20,0,0,0,0
65.24,0,0,0,0
65.28,0,0,0,0
65.32,0,0,0,0
65.36,0,0,0,0
65.40,0,0,0,0
65.44,0,0,0,0
65.48,0,0,0,0
65.52,0,0,0,0
65.56,0,0,0,0
65.60,0,0,0,0
65.64,0,0,0,0
65.68,0,0,0,0
65.72,0,0,0,0
65.76,0,0,0,0
65.80,0,0,0,0
65.84,0,0,0,0
65.88,0,0,0,0
65.92,0,0,0,0
65.96,0,0,0,0
66.00,0,0,0,0
66.04,0,0,0,0
66.08,0,0,0,0
66.12,0,0,0,0
66.16,0,0,0,0
66.20,0,0,0,0
66.24,0,0,0,0
66.28,0,0,0,0
66.32,0,0,0,0
66.36,0,0,0,0
66.40,0,0,0,0
66.44,0,0,0,0
66.48,0,0,0,0
66.52,0,0,0,0
66.56,0,0,0,0
66.60,0,0,0,0
66.64,0,0,0,0
66.68,0,0,0,0
66.72,0,0,0,0
66.76,0,0,0,0
66.80,0,0,0,0
66.84,0,0,0,0
66.88,0,0,0,0
66.92,0,0,0,0
66.96,0,0,0,0
67.00,0,0,0,0
67.04,0,0,0,0
67.08,0,0,0,0
67.12,0,0,0,0
67.16,0,0,0,0
67.20,0,0,0,0
67.24,0,0,0,0
67.28,0,0,0,0
67.32,0,0,0,0
67.36,0,0,0,0
67.40,0,0,0,0
67.44,0,0,0,0
67.48,0,0,0,0
67.52,0,0,0,0
67.56,0,0,0,0
67.60,0,0,0,0
67.64,0,0,0,0
67.68,0,0,0,0
67.72,0,0,0,0
67.76,0,0,0,0
67.80,0,0,0,0
67.84,0,0,0,0
67.88,0,0,0,0
67.92,0,0,0,0
67.96,0,0,0,0
68.00,0,0,0,0
68.04,0,0,0,0
68.08,0,0,0,0
68.12,0,0,0,0
68.16,0,0,0,0
68.20,0,0,0,0
68.24,0,0,0,0
68.28,0,0,0,0
68.32,0,0,0,0
68.36,0,0,0,0
68.40,0,0,0,0
68.44,0,0,0,0
68.48,0,0,0,0
68.52,0,0,0,0
68.56,0,0,0,0
68.60,0,0,0,0
68.64,0,0,0,0
68.68,0,0,0,0
68.72,0,0,0,0
68.76,0,0,0,0
68.80,0,0,0,0
68.84,0,0,0,0
68.88,0,0,0,0
68.92,0,0,0,0
68.96,0,0,0,0
69.00,0,0,0,0
69.04,0,0,0,0
69.08,0,0,0,0
69.12,0,0,0,0
69.16,0,0,0,0
69.20,0,0,0,0
69.24,0,0,0,0
69.28,0,0,0,0
69.32,0,0,0,0
69.36,0,0,0,0
69.40,0,0,0,0
69.44,0,0,0,0
69.48,0,0,0,0
69.52,0,0,0,0
69.56,0,0,0,0
69.60,0,0,0,0
69.64,0,0,0,0
69.68,0,0,0,0
69.72,0,0,0,0
69.76,0,0,0,0
69.80,0,0,0,0
69.84,0,0,0,0
69.88,0,0,0,0
69.92,0,0,0,0
69.96,0,0,0,0
70.00,0,0,0,0
70.04,0,0,0,0
70.08,0,0,0,0
70.12,0,0,0,0
70.16,0,0,0,0
70.20,0,0,0,0
70.24,0,0,0,0
70.28,0,0,0,0
70.32,0,0,0,0
70.36,0,0,0,0
70.40,0,0,0,0
70.44,0,0,0,0
70.48,0,0,0,0
70.52,0,0,0,0
70.56,0,0,0,0
70.60,0,0,0,0
70.64,0,0,0,0
70.68,0,0,0,0
70.72,0,0,0,0
70.76,0,0,0,0
70.80,0,0,0,0
70.84,0,0,0,0
70.88,0,0,0,0
70.92,0,0,0,0
70.96,0,0,0,0
71.00,0,0,0,0
71.04,0,0,0,0
71.08,0,0,0,0
71.12,0,0,0,0
71.16,0,0,0,0
71.20,0,0,0,0
71.24,0,0,0,0
71.28,0,0,0,0
71.32,0,0,0,0
71.36,0,0,0,0
71.40,0,0,0,0
71.44,0,0,0,0
71.48,0,0,0,0
71.52,0,0,0,0
71.56,0,0,0,0
71.60,0,0,0,0
71.64,0,0,0,0
71.68,0,0,0,0
71.72,0,0,0,0
71.76,0,0,0,0
71.80,0,0,0,0
71.84,0,0,0,0
71.88,0,0,0,0
71.92,0,0,0,0
71.96,0,0,0,0
72.00,0,0,0,0
72.04,0,0,0,0
72.08,0,0,0,0
72.12,0,0,0,0
72.16,0,0,0,0
72.20,0,0,0,0
72.24,0,0,0,0
72.28,0,0,0,0
72.32,0,0,0,0
72.36,0,0,0,0
72.40,0,0,0,0
72.44,0,0,0,0
72.48,0,0,0,0
72.52,0,0,0,0
72.56,0,0,0,0
72.60,0,0,0,0
72.64,0,0,0,0
72.68,0,0,0,0
72.72,0,0,0,0
72.76,0,0,0,0
72.80,0,0,0,0
72.84,0,0,0,0
72.88,0,0,0,0
72.92,0,0,0,0
72.96,0,0,0,0
73.00,0,0,0,0
73.04,0,0,0,0
73.08,0,0,0,0
73.12,0,0,0,0
73.16,0,0,0,0
73.20,0,0,0,0
73.24,0,0,0,0
73.28,0,0,0,0
73.32,0,0,0,0
73.36,0,0,0,0
73.40,0,0,0,0
73.44,0,0,0,0
73.48,0,0,0,0
73.52,0,0,0,0
73.56,0,0,0,0
73.60,0,0,0,0
73.64,0,0,0,0
73.68,0,0,0,0
73.72,0,0,0,0
73.76,0,0,0,0
73.80,0,0,0,0
73.84,0,0,0,0
73.88,0,0,0,0
73.92,0,0,0,0
73.96,0,0,0,0
74.00,0,0,0,0
74.04,0,0,0,0
74.08,0,0,0,0
74.12,0,0,0,0
74.16,0,0,0,0
74.20,0,0,0,0
74.24,0,0,0,0
74.28,0,0,0,0
74.32,0,0,0,0
74.36,0,0,0,0
74.40,0,0,0,0
74.44,0,0,0,0
74.48,0,0,0,0
74.52,0,0,0,0
74.56,0,0,0,0
74.60,0,0,0,0
74.64,0,0,0,0
74.68,0,0,0,0
74.72,0,0,0,0
74.76,0,0,0,0
74.80,0,0,0,0
74.84,0,0,0,0
74.88,0,0,0,0
74.92,0,0,0,0
74.96,0,0,0,0
75.00,0,0,0,0
75.04,0,0,0,0
75.08,0,0,0,0
75.12,0,0,0,0
75.16,0,0,0,0
75.20,0,0,0,0
75.24,0,0,0,0
75.28,0,0,0,0
75.32,0,0,0,0
75.36,0,0,0,0
75.40,0,0,0,0
75.44,0,0,0,0
75.48,0,0,0,0
75.52,0,0,0,0
75.56,0,0,0,0
75.60,0,0,0,0
75.64,0,0,0,0
75.68,0,0,0,0
75.72,0,0,0,0
75.76,0,0,0,0
75.80,0,0,0,0
75.84,0,0,0,0
75.88,0,0,0,0
75.92,0,0,0,0
75.96,0,0,0,0
76.00,0,0,0,0
76.04,0,0,0,0
76.08,0,0,0,0
76.12,0,0,0,0
76.16,0,0,0,0
76.20,0,0,0,0
76.24,0,0,0,0
76.28,0,0,0,0
76.32,0,0,0,0
76.36,0,0,0,0
76.40,0,0,0,0
76.44,0,0,0,0
76.48,0,0,0,0
76.52,0,0,0,0
76.56,0,0,0,0
76.60,0,0,0,0
76.64,0,0,0,0
76.68,0,0,0,0
76.72,0,0,0,0
76.76,0,0,0,0
76.80,0,0,0,0
76.84,0,0,0,0
76.88,0,0,0,0
76.92,0,0,0,0
76.96,0,0,0,0
77.00,0,0,0,0
77.04,0,0,0,0
77.08,0,0,0,0
77.12,0,0,0,0
77.16,0,0,0,0
77.20,0,0,0,0
77.24,0,0,0,0
77.28,0,0,0,0
77.32,0,0,0,0
77.36,0,0,0,0
77.40,0,0,0,0
77.44,0,0,0,0
77.48,0,0,0,0
77.52,0,0,0,0
77.56,0,0,0,0
77.60,0,0,0,0
77.64,0,0,0,0
77.68,0,0,0,0
77.72,0,0,0,0
77.76,0,0,0,0
77.80,0,0,0,0
77.84,0,0,0,0
77.88,0,0,0,0
77.92,0,0,0,0
77.96,0,0,0,0
78.00,0,0,0,0
78.04,0,0,0,0
78.08,0,0,0,0
78.12,0,0,0,0
78.16,0,0,0,0
78.20,0,0,0,0
78.24,0,0,0,0
78.28,0,0,0,0
78.32,0,0,0,0
78.36,0,0,0,0
78.40,0,0,0,0
78.44,0,0,0,0
78.48,0,0,0,0
78.52,0,0,0,0
78.56,0,0,0,0
78.60,0,0,0,0
78.64,0,0,0,0
78.68,0,0,0,0
78.72,0,0,0,0
78.76,0,0,0,0
78.80,0,0,0,0
78.84,0,0,0,0
78.88,0,0,0,0
78.92,0,0,0,0
78.96,0,0,0,0
79.00,0,0,0,0
79.04,0,0,0,0
79.08,0,0,0,0
79.12,0,0,0,0
79.16,0,0,0,0
79.20,0,0,0,0
79.24,0,0,0,0
79.28,0,0,0,0
79.32,0,0,0,0
79.36,0,0,0,0
79.40,0,0,0,0
79.44,0,0,0,0
79.48,0,0,0,0
79.52,0,0,0,0
79.56,0,0,0,0
79.60,0,0,0,0
79.64,0,0,0,0
79.68,0,0,0,0
79.72,0,0,0,0
79.76,0,0,0,0
79.80,0,0,0,0
79.84,0,0,0,0
79.88,0,0,0,0
79.92,0,0,0,0
79.96,0,0,0,0
80.00,0,0,0,0
80.04,0,0,0,0
80.08,0,0,0,0
80.12,0,0,0,0
80.16,0,0,0,0
80.20,0,0,0,0
80.24,0,0,0,0
80.28,0,0,0,0
80.32,0,0,0,0
80.36,0,0,0,0
80.40,0,0,0,0
80.44,0,0,0,0
80.48,0,0,0,0
80.52,0,0,0,0
80.56,0,0,0,0
80.60,0,0,0,0
80.64,0,0,0,0
80.68,0,0,0,0
80.72,0,0,0,0
80.76,0,0,0,0
80.80,0,0,0,0
80.84,0,0,0,0
80.88,0,0,0,0
80.92,0,0,0,0
80.96,0,0,0,0
81.00,0,0,0,0
81.04,0,0,0,0
81.08,0,0,0,0
81.12,0,0,0,0
81.16,0,0,0,0
81.20,0,0,0,0
81.24,0,0,0,0
81.28,0,0,0,0
81.32,0,0,0,0
81.36,0,0,0,0
81.40,0,0,0,0
81.44,0,0,0,0
81.48,0,0,0,0
81.52,0,0,0,0
81.56,0,0,0,0
81.60,0,0,0,0
81.64,0,0,0,0
81.68,0,0,0,0
81.72,0,0,0,0
81.76,0,0,0,0
81.80,0,0,0,0
81.84,0,0,0,0
81.88,0,0,0,0
81.92,0,0,0,0
81.96,0,0,0,0
82.00,0,0,0,0
82.04,0,0,0,0
82.08,0,0,0,0
82.12,0,0,0,0
82.16,0,0,0,0
82.20,0,0,0,0
82.24,0,0,0,0
82.28,0,0,0,0
82.32,0,0,0,0
82.36,0,0,0,0
82.40,0,0,0,0
82.44,0,0,0,0
82.48,0,0,0,0
82.52,0,0,0,0
82.56,0,0,0,0
82.60,0,0,0,0
82.64,0,0,0,0
82.68,0,0,0,0
82.72,0,0,0,0
82.76,0,0,0,0
82.80,0,0,0,0
82.84,0,0,0,0
82.88,0,0,0,0
82.92,0,0,0,0
82.96,0,0,0,0
83.00,0,0,0,0
83.04,0,0,0,0
83.08,0,0,0,0
83.12,0,0,0,0
83.16,0,0,0,0
83.20,0,0,0,0
83.24,0,0,0,0
83.28,0,0,0,0
83.32,0,0,0,0
83.36,0,0,0,0
83.40,0,0,0,0
83.44,0,0,0,0
83.48,0,0,0,0
83.52,0,0,0,0
83.56,0,0,0,0
83.60,0,0,0,0
83.64,0,0,0,0
83.68,0,0,0,0
83.72,0,0,0,0
83.76,0,0,0,0
83.80,0,0,0,0
83.84,0,0,0,0
83.88,0,0,0,0
83.92,0,0,0,0
83.96,0,0,0,0
84.00,0,0,0,0
84.04,0,0,0,0
84.08,0,0,0,0
84.12,0,0,0,0
84.16,0,0,0,0
84.20,0,0,0,0
84.24,0,0,0,0
84.28,0,0,0,0
84.32,0,0,0,0
84.36,0,0,0,0
84.40,0,0,0,0
84.44,0,0,0,0
84.48,0,0,0,0
84.52,0,0,0,0
84.56,0,0,0,0
84.60,0,0,0,0
84.64,0,0,0,0
84.68,0,0,0,0
84.72,0,0,0,0
84.76,0,0,0,0
84.80,0,0,0,0
84.84,0,0,0,0
84.88,0,0,0,0
84.92,0,0,0,0
84.96,0,0,0,0
85.00,0,0,0,0
85.04,0,0,0,0
85.08,0,0,0,0
85.12,0,0,0,0
85.16,0,0,0,0
85.20,0,0,0,0
85.24,0,0,0,0
85.28,0,0,0,0
85.32,0,0,0,0
85.36,0,0,0,0
85.40,0,0,0,0
85.44,0,0,0,0
85.48,0,0,0,0
85.52,0,0,0,0
85.56,0,0,0,0
85.60,0,0,0,0
85.64,0,0,0,0
85.68,0,0,0,0
85.72,0,0,0,0
85.76,0,0,0,0
85.80,0,0,0,0
85.84,0,0,0,0
85.88,0,0,0,0
85.92,0,0,0,0
85.96,0,0,0,0
86.00,0,0,0,0
86.04,0,0,0,0
86.08,0,0,0,0
86.12,0,0,0,0
86.16,0,0,0,0
86.20,0,0,0,0
86.24,0,0,0,0
86.28,0,0,0,0
86.32,0,0,0,0
86.36,0,0,0,0
86.40,0,0,0,0
86.44,0,0,0,0
86.48,0,0,0,0
86.52,0,0,0,0
86.56,0,0,0,0
86.60,0,0,0,0
86.64,0,0,0,0
86.68,0,0,0,0
86.72,0,0,0,0
86.76,0,0,0,0
86.80,0,0,0,0
86.84,0,0,0,0
86.88,0,0,0,0
86.92,0,0,0,0
86.96,0,0,0,0
87.00,0,0,0,0
87.04,0,0,0,0
87.08,0,0,0,0
87.12,0,0,0,0
87.16,0,0,0,0
87.20,0,0,0,0
87.24,0,0,0,0
87.28,0,0,0,0
87.32,0,0,0,0
87.36,0,0,0,0
87.40,0,0,0,0
87.44,0,0,0,0
87.48,0,0,0,0
87.52,0,0,0,0
87.56,0,0,0,0
87.60,0,0,0,0
87.64,0,0,0,0
87.68,0,0,0,0
87.72,0,0,0,0
87.76,0,0,0,0
87.80,0,0,0,0
87.84,0,0,0,0
87.88,0,0,0,0
87.92,0,0,0,0
87.96,0,0,0,0
88.00,0,0,0,0
88.04,0,0,0,0
88.08,0,0,0,0
88.12,0,0,0,0
88.16,0,0,0,0
88.20,0,0,0,0
88.24,0,0,0,0
88.28,0,0,0,0
88.32,0,0,0,0
88.36,0,0,0,0
88.40,0,0,0,0
88.44,0,0,0,0
88.48,0,0,0,0
88.52,0,0,0,0
88.56,0,0,0,0
88.60,0,0,0,0
88.64,0,0,0,0
88.68,0,0,0,0
88.72,0,0,0,0
88.76,0,0,0,0
88.80,0,0,0,0
88.84,0,0,0,0
88.88,0,0,0,0
88.92,0,0,0,0
88.96,0,0,0,0
89.00,0,0,0,0
89.04,0,0,0,0
89.08,0,0,0,0
89.12,0,0,0,0
89.16,0,0,0,0
89.20,0,0,0,0
89.24,0,0,0,0
89.28,0,0,0,0
89.32,0,0,0,0
89.36,0,0,0,0
89.40,0,0,0,0
89.44,0,0,0,0
89.48,0,0,0,0
89.52,0,0,0,0
89.56,0,0,0,0
89.60,0,0,0,0
89.64,0,0,0,0
89.68,0,0,0,0
89.72,0,0,0,0
89.76,0,0,0,0
89.80,0,0,0,0
89.84,0,0,0,0
89.88,0,0,0,0
89.92,0,0,0,0
89.96,0,0,0,0
90.00,0,0,0,0
90.04,0,0,0,0
90.08,0,0,0,0
90.12,0,0,0,0
90.16,0,0,0,0
90.20,0,0,0,0
90.24,0,0,0,0
90.28,0,0,0,0
90.32,0,0,0,0
90.36,0,0,0,0
90.40,0,0,0,0
90.44,0,0,0,0
90.48,0,0,0,0
90.52,0,0,0,0
90.56,0,0,0,0
90.60,0,0,0,0
90.64,0,0,0,0
90.68,0,0,0,0
90.72,0,0,0,0
90.76,0,0,0,0
90.80,0,0,0,0
90.84,0,0,0,0
90.88,0,0,0,0
90.92,0,0,0,0
90.96,0,0,0,0
91.00,0,0,0,0
91.04,0,0,0,0
91.08,0,0,0,0
91.12,0,0,0,0
91.16,0,0,0,0
91.20,0,0,0,0
91.24,0,0,0,0
91.28,0,0,0,0
91.32,0,0,0,0
91.36,0,0,0,0
91.40,0,0,0,0
91.44,0,0,0,0
91.48,0,0,0,0
91.52,0,0,0,0
91.56,0,0,0,0
91.60,0,0,0,0
91.64,0,0,0,0
91.68,0,0,0,0
91.72,0,0,0,0
91.76,0,0,0,0
91.80,0,0,0,0
91.84,0,0,0,0
91.88,0,0,0,0
91.92,0,0,0,0
91.96,0,0,0,0
92.00,0,0,0,0
92.04,0,0,0,0
92.08,0,0,0,0
92.12,0,0,0,0
92.16,0,0,0,0
92.20,0,0,0,0
92.24,0,0,0,0
92.28,0,0,0,0
92.32,0,0,0,0
92.36,0,0,0,0
92.40,0,0,0,0
92.44,0,0,0,0
92.48,0,0,0,0
92.52,0,0,0,0
92.56,0,0,0,0
92.60,0,0,0,0
92.64,0,0,0,0
92.68,0,0,0,0
92.72,0,0,0,0
92.76,0,0,0,0
92.80,0,0,0,0
92.84,0,0,0,0
92.88,0,0,0,0
92.92,0,0,0,0
92.96,0,0,0,0
93.00,0,0,0,0
93.04,0,0,0,0
93.08,0,0,0,0
